"name","state","state_code","type","degree_length","room_and_board","in_state_tuition","in_state_total","out_of_state_tuition","out_of_state_total","total_enrollment","rank","early_career_pay","mid_career_pay","make_world_better_percent","stem_percent","women","native_american","asian","black","hispanic","pacific_islander","white","two_more_races","unkown","foreign","total_minority"
"West Liberty University","West Virginia","WV","Public","4 Year",9406,7730,17136,15670,25076,2694,NA,NA,NA,NA,NA,1622,7,19,120,21,1,2371,31,82,42,199
"West Los Angeles College","California","CA","Public","2 Year",NA,1416,1416,8946,8946,10641,NA,NA,NA,NA,NA,6210,29,563,3187,4490,25,1345,379,403,220,8673
"West Shore Community College","Michigan","MI","Public","2 Year",NA,3476,3476,7286,7286,1330,NA,NA,NA,NA,NA,790,27,4,17,98,0,1123,31,27,3,177
"West Texas A&M University","Texas","TX","Public","4 Year",7196,8849,16045,10476,17672,8972,NA,NA,NA,NA,NA,5000,52,155,526,2053,10,5543,187,208,238,2983
"West Valley College","California","CA","Public","2 Year",NA,1418,1418,9158,9158,9062,NA,NA,NA,NA,NA,5059,18,1489,248,2281,28,4166,465,271,96,4529
"West Virginia Northern Community College","West Virginia","WV","Public","2 Year",NA,4197,4197,11493,11493,1923,NA,NA,NA,NA,NA,1275,1,5,70,23,0,1730,41,42,11,140
"West Virginia State University","West Virginia","WV","Public","4 Year",11892,8167,20059,16072,27964,2884,NA,NA,NA,NA,NA,1596,14,10,277,14,0,1394,0,1150,25,315
"West Virginia University","West Virginia","WV","Public","4 Year",10918,8856,19774,24950,35868,29175,NA,NA,NA,NA,NA,14076,42,545,1232,935,25,23350,867,131,2048,3646
"West Virginia University at Parkersburg","West Virginia","WV","Public","2 Year",NA,6330,6330,10920,10920,2985,NA,NA,NA,NA,NA,1855,1,16,45,10,2,2715,78,118,0,152
"West Virginia University Institute of Technology","West Virginia","WV","Public","4 Year",11390,7464,18854,18648,30038,1261,NA,NA,NA,NA,NA,493,5,18,83,54,0,958,32,26,85,192
"West Virginia Wesleyan College","West Virginia","WV","Private","4 Year",8856,31640,40496,31640,40496,1511,NA,NA,NA,NA,NA,847,5,3,122,27,3,1205,43,31,72,203
"Westchester Community College","New York","NY","Public","2 Year",NA,4852,4852,12242,12242,13916,NA,NA,NA,NA,NA,7251,103,607,2968,4326,37,4674,268,773,160,8309
"Western Carolina University","North Carolina","NC","Public","4 Year",9682,4220,13902,8220,17902,10382,NA,NA,NA,NA,NA,5846,87,134,669,496,12,8287,320,98,279,1718
